date,reporting_organization,implementing_partners,state,admin1_pcode,township,admin3_pcode,location,location_type,admin5_pcode,activity,delivery_modality,beneficiary_type,unique_beneficiaries,beneficiaries
2021-06-01,WFP,WFP,Rakhine,MMR012,Sittwe,MMR012001,nga sin yine chaung,camp,NA,Provide monthly cash-based transfers,Cash,Internally Displaced,No (beneficiary is also receiving other assistant),171
2021-06-01,WFP,WFP,Rakhine,MMR012,Sittwe,MMR012001,oak tha linn,camp,NA,Provide monthly cash-based transfers,Cash,Internally Displaced,No (beneficiary is also receiving other assistant),192
2021-06-01,WFP,WFP,Rakhine,MMR012,Sittwe,MMR012001,se gyi,camp,NA,Provide monthly cash-based transfers,Cash,Internally Displaced,No (beneficiary is also receiving other assistant),33
2021-06-01,WFP,WFP,Rakhine,MMR012,Sittwe,MMR012001,shwe pyi thar monastery,camp,NA,Provide monthly cash-based transfers,Cash,Internally Displaced,No (beneficiary is also receiving other assistant),108
2021-06-01,WFP,WFP,Rakhine,MMR012,Sittwe,MMR012001,si pin thar yar,camp,NA,Provide monthly cash-based transfers,Cash,Internally Displaced,No (beneficiary is also receiving other assistant),104
2021-06-01,WFP,WFP,Rakhine,MMR012,Sittwe,MMR012001,su taung pyae monastery,camp,NA,Provide monthly cash-based transfers,Cash,Internally Displaced,No (beneficiary is also receiving other assistant),141
2021-06-01,WFP,WFP,Rakhine,MMR012,Sittwe,MMR012001,tay zar rama ka ma htan monastery,camp,NA,Provide monthly cash-based transfers,Cash,Internally Displaced,No (beneficiary is also receiving other assistant),145
2021-06-01,WFP,WFP,Rakhine,MMR012,Sittwe,MMR012001,thaw bi tar yarma,camp,NA,Provide monthly cash-based transfers,Cash,Internally Displaced,No (beneficiary is also receiving other assistant),133
2021-06-01,WFP,WFP,Rakhine,MMR012,Sittwe,MMR012001,thu di tar yone,camp,NA,Provide monthly cash-based transfers,Cash,Internally Displaced,No (beneficiary is also receiving other assistant),78
2021-06-01,WFP,WFP,Rakhine,MMR012,Sittwe,MMR012001,wibaza wardi,camp,NA,Provide monthly cash-based transfers,Cash,Internally Displaced,No (beneficiary is also receiving other assistant),529
2021-06-01,WFP,WFP,Rakhine,MMR012,Sittwe,MMR012001,zee taw,camp,NA,Provide monthly cash-based transfers,Cash,Internally Displaced,No (beneficiary is also receiving other assistant),100
2021-06-01,WFP,Action for Green Earth,Rakhine,MMR012,Maungdaw,MMR012009,(du) chee yar tan,ward_towwn,NA,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),1620
2021-06-01,WFP,Action for Green Earth,Rakhine,MMR012,Maungdaw,MMR012009,(du) nyaung pin gyi,ward_towwn,198007,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),605
2021-06-01,WFP,Action for Green Earth,Rakhine,MMR012,Maungdaw,MMR012009,ah lel than kyaw,ward_towwn,NA,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),275
2021-06-01,WFP,Action for Green Earth,Rakhine,MMR012,Maungdaw,MMR012009,gaw du thar ra,ward_towwn,NA,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),1035
2021-06-01,WFP,Action for Green Earth,Rakhine,MMR012,Maungdaw,MMR012009,inn din,ward_towwn,175653,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),1385
2021-06-01,WFP,Action for Green Earth,Rakhine,MMR012,Buthidaung,MMR012010,kun taing (a) zee pin taung,ward_towwn,NA,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),6328
2021-06-01,WFP,Action for Green Earth,Rakhine,MMR012,Maungdaw,MMR012009,kyauk pan du,ward_towwn,198075,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),659
2021-06-01,WFP,Action for Green Earth,Rakhine,MMR012,Buthidaung,MMR012010,myaung nar,ward_towwn,198321,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),2898
2021-06-01,WFP,Action for Green Earth,Rakhine,MMR012,Maungdaw,MMR012009,myo thu gyi,ward_towwn,177911,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),341
2021-06-01,WFP,Action for Green Earth,Rakhine,MMR012,Buthidaung,MMR012010,nan yar kone,ward_towwn,220827,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),2474
2021-06-01,WFP,Action for Green Earth,Rakhine,MMR012,Maungdaw,MMR012009,pa din,ward_towwn,166520,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),344
2021-06-01,WFP,Action for Green Earth,Rakhine,MMR012,Buthidaung,MMR012010,san hnyin wai,ward_towwn,NA,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),1661
2021-06-01,WFP,Action for Green Earth,Rakhine,MMR012,Maungdaw,MMR012009,nyaung chaung,ward_towwn,159750,Cash for Work / Food for Assets,Cash,Rakhine stateless,Yes,150
2021-06-01,WFP,Action for Green Earth,Rakhine,MMR012,Maungdaw,MMR012009,ywar thit kay (gaw du thar ra),ward_towwn,198014,Cash for Work / Food for Assets,Cash,Rakhine stateless,Yes,76
2021-06-01,WFP,Action for Green Earth,Rakhine,MMR012,Maungdaw,MMR012009,(du) chee yar tan,ward_towwn,NA,Cash for Work / Food for Assets,Cash,Rakhine stateless,No (beneficiary is also receiving other assistant),49
2021-06-01,WFP,Action for Green Earth,Rakhine,MMR012,Maungdaw,MMR012009,tat u chaung,ward_towwn,198009,Cash for Work / Food for Assets,Cash,Rakhine stateless,No (beneficiary is also receiving other assistant),83
2021-06-01,WFP,Action for Green Earth,Rakhine,MMR012,Maungdaw,MMR012009,min ga lar gyi (pyin hpyu),ward_towwn,NA,Cash for Work / Food for Assets,Cash,Rakhine stateless,Yes,709
2021-06-01,WFP,Action for Green Earth,Rakhine,MMR012,Maungdaw,MMR012009,(du) nyaung pin gyi,ward_towwn,198007,Cash for Work / Food for Assets,Cash,Rakhine stateless,No (beneficiary is also receiving other assistant),99
2021-06-01,WFP,Action for Green Earth,Rakhine,MMR012,Maungdaw,MMR012009,ka nyin tan (a) myo ma ka nyin tan,ward_towwn,NA,Cash for Work / Food for Assets,Cash,Rakhine stateless,Yes,62
2021-06-01,WFP,Myanmar Heart Development Organization,Rakhine,MMR012,Buthidaung,MMR012010,ah twin hnget thay,ward_towwn,198349,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),8157
2021-06-01,WFP,Myanmar Heart Development Organization,Rakhine,MMR012,Buthidaung,MMR012010,hpa yar pyin thein tan,ward_towwn,NA,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),3984
2021-06-01,WFP,Myanmar Heart Development Organization,Rakhine,MMR012,Buthidaung,MMR012010,kyauk hpyu thar thay kan,ward_towwn,NA,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),1926
2021-06-01,WFP,Myanmar Heart Development Organization,Rakhine,MMR012,Buthidaung,MMR012010,kyauk yant,ward_towwn,NA,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),4538
2021-06-01,WFP,Myanmar Heart Development Organization,Rakhine,MMR012,Buthidaung,MMR012010,laung chaung,ward_towwn,199153,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),2628
2021-06-01,WFP,Myanmar Heart Development Organization,Rakhine,MMR012,Buthidaung,MMR012010,nga kyi tauk,ward_towwn,NA,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),1757
2021-06-01,WFP,Myanmar Heart Development Organization,Rakhine,MMR012,Buthidaung,MMR012010,say oe kya,ward_towwn,198401,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),4941
2021-06-01,WFP,Myanmar Heart Development Organization,Rakhine,MMR012,Buthidaung,MMR012010,thay kan gwa son,ward_towwn,NA,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),5332
2021-06-01,WFP,Myanmar Heart Development Organization,Rakhine,MMR012,Buthidaung,MMR012010,wa ya kyun,ward_towwn,NA,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),4314
2021-06-01,WFP,Myanmar Heart Development Organization,Rakhine,MMR012,Buthidaung,MMR012010,wet ma kya (a) zay di taung,ward_towwn,NA,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),2198
2021-06-01,WFP,World Vision Myanmar,Rakhine,MMR012,Buthidaung,MMR012010,ah lel chaung,ward_towwn,157929,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),2823
2021-06-01,WFP,World Vision Myanmar,Rakhine,MMR012,Maungdaw,MMR012009,aung zan,ward_towwn,197809,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),107
2021-06-01,WFP,World Vision Myanmar,Rakhine,MMR012,Buthidaung,MMR012010,dar paing sa yar,ward_towwn,198223,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),2610
2021-06-01,WFP,World Vision Myanmar,Rakhine,MMR012,Maungdaw,MMR012009,done paik (aung seik pyin),ward_towwn,NA,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),579
2021-06-01,WFP,World Vision Myanmar,Rakhine,MMR012,Buthidaung,MMR012010,hpon nyo leik,ward_towwn,198370,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),8068
2021-06-01,WFP,World Vision Myanmar,Rakhine,MMR012,Maungdaw,MMR012009,in tu lar,ward_towwn,197790,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),390
2021-06-01,WFP,World Vision Myanmar,Rakhine,MMR012,Buthidaung,MMR012010,inn chaung,ward_towwn,191907,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),601
2021-06-01,WFP,World Vision Myanmar,Rakhine,MMR012,Buthidaung,MMR012010,ka kyet bet,ward_towwn,198331,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),3412
2021-06-01,WFP,World Vision Myanmar,Rakhine,MMR012,Buthidaung,MMR012010,ka kyet bet kan pyin,ward_towwn,NA,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),5288
2021-06-01,WFP,World Vision Myanmar,Rakhine,MMR012,Buthidaung,MMR012010,ka nyin chaung,ward_towwn,153452,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),396
2021-06-01,WFP,World Vision Myanmar,Rakhine,MMR012,Maungdaw,MMR012009,kar lar day hpet,ward_towwn,197795,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),618
2021-06-01,WFP,World Vision Myanmar,Rakhine,MMR012,Maungdaw,MMR012009,kha maung seik,ward_towwn,196449,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),766
2021-06-01,WFP,World Vision Myanmar,Rakhine,MMR012,Buthidaung,MMR012010,kin chaung,ward_towwn,152914,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),473
2021-06-01,WFP,World Vision Myanmar,Rakhine,MMR012,Buthidaung,MMR012010,kin taung (a) kyar nyo pyin,ward_towwn,NA,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),5069
2021-06-01,WFP,World Vision Myanmar,Rakhine,MMR012,Buthidaung,MMR012010,kyauk hpyu taung,ward_towwn,221838,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),783
2021-06-01,WFP,World Vision Myanmar,Rakhine,MMR012,Maungdaw,MMR012009,kyaung na hpay,ward_towwn,NA,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),261
2021-06-01,WFP,World Vision Myanmar,Rakhine,MMR012,Buthidaung,MMR012010,lay myo,ward_towwn,NA,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),1569
2021-06-01,WFP,World Vision Myanmar,Rakhine,MMR012,Buthidaung,MMR012010,let wea det pu zun chaung,ward_towwn,NA,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),180
2021-06-01,WFP,World Vision Myanmar,Rakhine,MMR012,Buthidaung,MMR012010,maung gyi taung,ward_towwn,198228,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),1789
2021-06-01,WFP,World Vision Myanmar,Rakhine,MMR012,Buthidaung,MMR012010,mee chaung zay,ward_towwn,198217,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),1383
2021-06-01,WFP,World Vision Myanmar,Rakhine,MMR012,Maungdaw,MMR012009,san kar pin yin,ward_towwn,197845,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),498
2021-06-01,WFP,World Vision Myanmar,Rakhine,MMR012,Maungdaw,MMR012009,tat chaung,ward_towwn,165650,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),1095
2021-06-01,WFP,World Vision Myanmar,Rakhine,MMR012,Maungdaw,MMR012009,tha man thar,ward_towwn,190638,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),798
2021-06-01,WFP,World Vision Myanmar,Rakhine,MMR012,Buthidaung,MMR012010,tha yet pyin,ward_towwn,189883,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),2500
2021-06-01,WFP,World Vision Myanmar,Rakhine,MMR012,Maungdaw,MMR012009,thet khaing nyar,ward_towwn,NA,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),210
2021-06-01,WFP,World Vision Myanmar,Rakhine,MMR012,Maungdaw,MMR012009,wet kyein,ward_towwn,NA,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),327
2021-06-01,WFP,World Vision Myanmar,Rakhine,MMR012,Maungdaw,MMR012009,yae nauk ngar thar,ward_towwn,197841,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),366
2021-06-01,WFP,World Vision Myanmar,Rakhine,MMR012,Maungdaw,MMR012009,ye aung san ya hpway,ward_towwn,197801,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),306
2021-04-01,Save the Children,Save the Children,Rakhine,MMR012,Sittwe,MMR012001,thet kae pyin,camp,NA,Provide monthly cash-based transfers,Cash,Rakhine stateless,No (beneficiary is also receiving other assistant),13854
2021-04-01,Save the Children,Save the Children,Rakhine,MMR012,Sittwe,MMR012001,set rone su,camp,NA,Provide monthly cash-based transfers,Cash,Internally Displaced,No (beneficiary is also receiving other assistant),507
2021-04-01,Save the Children,Save the Children,Rakhine,MMR012,Sittwe,MMR012001,thin bone tan,camp,NA,Provide monthly cash-based transfers,Cash,Internally Displaced,No (beneficiary is also receiving other assistant),35
2021-04-01,Save the Children,Save the Children,Rakhine,MMR012,Pauktaw,MMR012007,ba wan chaung wa su,camp,NA,Provide monthly cash-based transfers,Cash,Internally Displaced,No (beneficiary is also receiving other assistant),144
2021-04-01,Save the Children,Save the Children,Rakhine,MMR012,Pauktaw,MMR012007,ah nauk ywe,camp,NA,Provide monthly food baskets,Hybrid (In-kind & Cash),Rakhine stateless,No (beneficiary is also receiving other assistant),5174
2021-04-01,Save the Children,Save the Children,Rakhine,MMR012,Pauktaw,MMR012007,nget chaung,camp,NA,Provide monthly food baskets,Hybrid (In-kind & Cash),Rakhine stateless,No (beneficiary is also receiving other assistant),9230
2021-04-01,Save the Children,Save the Children,Rakhine,MMR012,Pauktaw,MMR012007,kyein ni pyin,camp,NA,Provide monthly food baskets,Hybrid (In-kind & Cash),Rakhine stateless,No (beneficiary is also receiving other assistant),6288
2021-04-01,Save the Children,Save the Children,Rakhine,MMR012,Pauktaw,MMR012007,sin tet maw,camp,NA,Provide monthly food baskets,Hybrid (In-kind & Cash),Rakhine stateless,No (beneficiary is also receiving other assistant),2649
2021-05-01,Save the Children,Save the Children,Rakhine,MMR012,Sittwe,MMR012001,thet kae pyin,camp,NA,Provide monthly cash-based transfers,Cash,Rakhine stateless,No (beneficiary is also receiving other assistant),13854
2021-05-01,Save the Children,Save the Children,Rakhine,MMR012,Sittwe,MMR012001,set yone su,camp,NA,Provide monthly cash-based transfers,Cash,Internally Displaced,No (beneficiary is also receiving other assistant),509
2021-05-01,Save the Children,Save the Children,Rakhine,MMR012,Sittwe,MMR012001,thin bone tan,camp,NA,Provide monthly cash-based transfers,Cash,Internally Displaced,No (beneficiary is also receiving other assistant),35
2021-05-01,Save the Children,Save the Children,Rakhine,MMR012,Pauktaw,MMR012007,ba wan chaung wa su,camp,NA,Provide monthly cash-based transfers,Cash,Internally Displaced,No (beneficiary is also receiving other assistant),143
